lyrics,song,album,artist,genre
"Nas:Yo, no doubt. In the Qu'ran it says Nas, the men.",album intro,it was written,nas,rap
"Nesa's the woman, know? It was written.",album intro,it was written,nas,rap
(Nas),the message,it was written,nas,rap
"Fake thug, no love, you get the slug cb4 gutso",the message,it was written,nas,rap
"Your luck low, I didn't know till I was drunk though",the message,it was written,nas,rap
"You freak niggaz played out, get fucked then ate out",the message,it was written,nas,rap
"Prostitute turned bitch, I got the gauge out",the message,it was written,nas,rap
96 ways I made out Montana way,the message,it was written,nas,rap
The Goodf-e-l-l-a verbal AK spray,the message,it was written,nas,rap
"Dipped attaché jumped out the range, empty out the ashtray",the message,it was written,nas,rap
A glass of 'Zé make a man Cassius Clay,the message,it was written,nas,rap
"Red dot plots, murder schemes 32 shotguns",the message,it was written,nas,rap
Regulate with my dunns 17 rocks gleam,the message,it was written,nas,rap
"From one ring, yo let me let y'all niggaz know one thing",the message,it was written,nas,rap
"There's one life, one love, so there can only be one King",the message,it was written,nas,rap
"The highlights of living, Vegas style roll dice in linen",the message,it was written,nas,rap
Antera's spinning on millenniums,the message,it was written,nas,rap
"20G bets I'm winning them, threats I'm sending them",the message,it was written,nas,rap
"Lex with TV sets the minimum, ill sex adrenaline",the message,it was written,nas,rap
"Party with villains, a case of demi-sec to chase the henny",the message,it was written,nas,rap
Wet any clique with the semi-tech who want it,the message,it was written,nas,rap
"Diamonds I flaunt them, chicken heads flock I lace them",the message,it was written,nas,rap
Fried broiled with basil taste them,the message,it was written,nas,rap
Crack your legs way out of formation,the message,it was written,nas,rap
It's horizontal how I have them fucking me in the Benz wagon,the message,it was written,nas,rap
Can it be vanity from last dragon,the message,it was written,nas,rap
"Grab gun it's on though, shit is grimy, real niggaz buck in broad daylight",the message,it was written,nas,rap
With the broke mac it won't spray right,the message,it was written,nas,rap
Don't give a fuck what they hit as long as the drama's lit,the message,it was written,nas,rap
"Yo overnight thugs, bug because they ain't promised shit",the message,it was written,nas,rap
Hungry-ass hooligans stay on that piranha shit,the message,it was written,nas,rap
(Nas),the message,it was written,nas,rap
"I peeped you fronting, I was in the jeep sunk in",the message,it was written,nas,rap
"The seat, tinted with heat beats bumping",the message,it was written,nas,rap
Across the street you was wilding,the message,it was written,nas,rap
"Talking bout how you ran the island in '89, laying up playing the yard with crazy shine",the message,it was written,nas,rap
"I cocked a baby 9 that nigga gave me mine, click",the message,it was written,nas,rap
What was he thinking on my corner when it pay me time,the message,it was written,nas,rap
Dug 'em you owe me cousin something told me plug them,the message,it was written,nas,rap
So dumb felt my leg burn then it got numb,the message,it was written,nas,rap
"Spun around and shot one, heard shots and dropped son",the message,it was written,nas,rap
"Caught a hot one, somebody take this biscuit before the cops come",the message,it was written,nas,rap
"Then they came asking me my name, what the fuck",the message,it was written,nas,rap
I got stitched up and went through the left hospital that same night,the message,it was written,nas,rap
"What I got my gat back, time to backtrack",the message,it was written,nas,rap
I had to drop so how the fuck I get clapped,the message,it was written,nas,rap
Black was in the Jeep watching all these scenes speed by,the message,it was written,nas,rap
It was a brown Datsun and yo nobody in my hood got one,the message,it was written,nas,rap
That clown nigga's through blazing out his crew daily,the message,it was written,nas,rap
The Bridge touched me up severely hear me,the message,it was written,nas,rap
So when I rhyme it's sincerely yours be lighting L's sipping Coors,the message,it was written,nas,rap
On all floors in project halls,the message,it was written,nas,rap
Contemplating war with niggas I was cool with before,the message,it was written,nas,rap
We used to score together Uptown copping the raw,the message,it was written,nas,rap
"But a, a thug changes and love changes",the message,it was written,nas,rap
"And best friends become strangers, word up",the message,it was written,nas,rap
(Outro: Nas),the message,it was written,nas,rap
Yo to them thug niggas getting it on in the world ya know,the message,it was written,nas,rap
To them thug niggas that locked down doing their thing,the message,it was written,nas,rap
Surviving know what I'm saying?,the message,it was written,nas,rap
To my thorough niggas New York and world wide,the message,it was written,nas,rap
Yo to the Queens Bridge militia 9-6 shit the firm clique,the message,it was written,nas,rap
The 'Illmatic' nigga 'It Was Written' though,the message,it was written,nas,rap
Been a long time coming,the message,it was written,nas,rap
Y'all fake niggas trying to copy,the message,it was written,nas,rap
Better come with the reload!,the message,it was written,nas,rap
"Uh, what, what, uh...",street dreams,it was written,nas,rap
"Chorus: Nas (set to Eurythmics ""Sweet Dreams"")",street dreams,it was written,nas,rap
Street dreams are made of these,street dreams,it was written,nas,rap
Niggaz push Beemers and 300 E's,street dreams,it was written,nas,rap
A drug dealer's destiny is reaching a key,street dreams,it was written,nas,rap
Everybody's looking for somethin'...,street dreams,it was written,nas,rap
Street dreams are made of these,street dreams,it was written,nas,rap
"Shorties on they knees, for niggaz with big G's",street dreams,it was written,nas,rap
Who am I to disagree?,street dreams,it was written,nas,rap
Everybody's looking for something...,street dreams,it was written,nas,rap
(Nas),street dreams,it was written,nas,rap
"My man put me up for the share, one-fourth of a square",street dreams,it was written,nas,rap
"Headed for Delaware, with one change of gear",street dreams,it was written,nas,rap
Nothing on my mind but the dime sack we blazed,street dreams,it was written,nas,rap
"With the glaze in my eye, that we find when we crave",street dreams,it was written,nas,rap
"Dollars and cents, a fugitive with two attempts",street dreams,it was written,nas,rap
"Jakes had no trace of the face, now they drew a print",street dreams,it was written,nas,rap
Though I'm innocent till proven guilty,street dreams,it was written,nas,rap
"I'ma try to filthy, purchase a club and start up a realty",street dreams,it was written,nas,rap
"For real G, I'ma fulfil my dream",street dreams,it was written,nas,rap
"If I conceal my scheme, then precisely I'll build my cream",street dreams,it was written,nas,rap
The first trip without the clique,street dreams,it was written,nas,rap
"Sent the bitch with the quarter brick, this is it",street dreams,it was written,nas,rap
"Fresh face, NY plates got a Crooked I for the Jakes",street dreams,it was written,nas,rap
"I want it all, ArmorAll Benz and endless papes",street dreams,it was written,nas,rap
"God's sake, what nigga got to do to make a half million",street dreams,it was written,nas,rap
Without the FBI catching feelings,street dreams,it was written,nas,rap
(Nas),street dreams,it was written,nas,rap
"From fat cat to papi, niggas see the cat",street dreams,it was written,nas,rap
"Twenty-five to flat, push a thousand feet back",street dreams,it was written,nas,rap
"Holding gats wasn't making me fat, snitches on my back",street dreams,it was written,nas,rap
"Living with Moms, getting it on, flushing crack down the toilet",street dreams,it was written,nas,rap
Two sips from being alcoholic,street dreams,it was written,nas,rap
Nine hundred ninety nine thou from being rich but now I'm all for it,street dreams,it was written,nas,rap
My man saw it like Dionne Warwick,street dreams,it was written,nas,rap
"A wiser team, for a wiser dream we could all score with",street dreams,it was written,nas,rap
The cartel Argentina coke with the Nina,street dreams,it was written,nas,rap
"Up in the hotel, smoking on sessamina",street dreams,it was written,nas,rap
Trina got the fishscale between her,street dreams,it was written,nas,rap
The way the bitch shook her ass yo the dogs never seen her,street dreams,it was written,nas,rap
"She got me back living sweeter, fresh Caesar",street dreams,it was written,nas,rap
"Guess, David Robinson's, Walle' moccasins",street dreams,it was written,nas,rap
Bitches blow me while hopping in the drop-top BM,street dreams,it was written,nas,rap
"Word is bond son, I had that bitch down on my shit like this",street dreams,it was written,nas,rap
(Nas),street dreams,it was written,nas,rap
"Growing up project-struck, looking for luck dreaming",street dreams,it was written,nas,rap
"Scoping the large niggas beaming, check what I'm seeing",street dreams,it was written,nas,rap
"Cars, ghetto stars pushing ill Europeans",street dreams,it was written,nas,rap
"G'n, heard about them old timers OD'n",street dreams,it was written,nas,rap
"Young, early '80's, throwing rocks at the crazy lady",street dreams,it was written,nas,rap
Worshipping every word them rope rocking niggaz gave me,street dreams,it was written,nas,rap
"The street raised me up, giving a fuck",street dreams,it was written,nas,rap
I thought Jordan's and a gold chain was living it up,street dreams,it was written,nas,rap
"I knew the dopes, the pushers, the addicts everybody",street dreams,it was written,nas,rap
"Cut out of class, just to smoke blunts and drink naughty",street dreams,it was written,nas,rap
Ain't that funny? Getting put on to crack money,street dreams,it was written,nas,rap
"With all the gunplay, painting the kettle black hungry",street dreams,it was written,nas,rap
A case of beers in the staircase I wasted years,street dreams,it was written,nas,rap
"Some niggas went for theirs, flipping coke as they career",street dreams,it was written,nas,rap
"But I'm a rebel stressing, to pull out of the heat no doubt",street dreams,it was written,nas,rap
"With Jeeps tinted out, spending never holding out",street dreams,it was written,nas,rap
Nas],i gave you power,it was written,nas,rap
Damn! Look how muh-fuckers use a nigga,i gave you power,it was written,nas,rap
Just use me for whatever the fuck they want,i gave you power,it was written,nas,rap
I don't get to say shit,i gave you power,it was written,nas,rap
"Just grab me, just do what the fuck they want",i gave you power,it was written,nas,rap
"Sell me, throw me away",i gave you power,it was written,nas,rap
Niggaz just don't give a fuck about a nigga like me right?,i gave you power,it was written,nas,rap
"Like I'm a f... I'm a gun, shit",i gave you power,it was written,nas,rap
It's like I'm a motherfuckin gun,i gave you power,it was written,nas,rap
I can't believe this shit...,i gave you power,it was written,nas,rap
Word up... (word up..),i gave you power,it was written,nas,rap
"I seen some cold nights and bloody days, they grab me, bullets spray",i gave you power,it was written,nas,rap
They use me wrong so I sing this song till this day,i gave you power,it was written,nas,rap
My body is cold steel for real,i gave you power,it was written,nas,rap
"I was made to kill, that's why they keep me concealed",i gave you power,it was written,nas,rap
Under car seats they sneak me in clubs,i gave you power,it was written,nas,rap
Been in the hands of mad thugs,i gave you power,it was written,nas,rap
They feed me when they load me with mad slugs,i gave you power,it was written,nas,rap
"Seventeen precisely, one in my head",i gave you power,it was written,nas,rap
"They call me Desert Eagle, semi-auto with lead",i gave you power,it was written,nas,rap
"I'm seven inches four pounds, been through so many towns",i gave you power,it was written,nas,rap
"Ohio to Little Rock to Canarsie, living harshly",i gave you power,it was written,nas,rap
"Beat up and battered, they pull me out",i gave you power,it was written,nas,rap
"I watch as niggaz scattered, making me kill",i gave you power,it was written,nas,rap
But what I feel it never mattered,i gave you power,it was written,nas,rap
"When I'm empty I'm quiet, finding myself fiending to be fired",i gave you power,it was written,nas,rap
"A broken safety, niggaz place me in shelves",i gave you power,it was written,nas,rap
"Under beds, so I beg for my next owner to be a thoroughbred",i gave you power,it was written,nas,rap
Keep me full up with hollow heads,i gave you power,it was written,nas,rap
Chorus: Nas (repeat 2X),i gave you power,it was written,nas,rap
